driverId,lat,lng,speed,bearing
D4,18.527411,73.83457,1,237
D18,18.503341,73.817696,41,84
D46,18.477885,73.875157,65,94
D8,18.565577,73.876595,43,311
D6,18.548445,73.862119,70,307
D21,18.551169,73.810159,42,244
D46,18.532295,73.84939,61,152
D17,18.534455,73.892749,117,222
D24,18.501277,73.842762,67,117
D33,18.488165,73.807096,92,192
D21,18.55473,73.877474,64,219
D21,18.54009,73.83489,4,26
D15,18.555004,73.854383,3,55
D39,18.485572,73.835027,45,121
D35,18.560267,73.885236,64,77
D15,18.479663,73.854787,6,173
D5,18.560195,73.869235,56,254
D30,18.531299,73.851211,42,1
D20,18.525186,73.808036,46,317
D49,18.522943,73.845941,46,286
D50,18.51959,73.904059,60,153
D6,18.512306,73.81237,60,262
D29,18.553217,73.904304,44,138
D42,18.490032,73.840286,61,108
D7,18.505051,73.903155,110,121
D39,18.553481,73.894595,30,194
D9,18.502455,73.83619,101,216
D35,18.515031,73.869074,50,94
D16,18.568809,73.894229,43,221
D19,18.509664,73.888136,7,232
D44,18.498439,73.813054,3,296
D35,18.480282,73.860718,117,97
D38,18.495286,73.892795,37,39
D43,18.483149,73.897147,87,17
D12,18.569785,73.812769,33,61
D26,18.478679,73.834016,5,57
D27,18.521571,73.816621,44,0
D5,18.494591,73.863446,81,232
D10,18.496817,73.877334,105,258
D16,18.493754,73.824804,33,42
D18,18.55545,73.815505,7,167
D26,18.506686,73.811099,38,110
D32,18.564732,73.855812,62,335
D17,18.472757,73.893776,0,108
D40,18.561883,73.873833,48,300
D36,18.47663,73.831812,37,71
D8,18.472018,73.891057,70,274
D40,18.540778,73.81431,9,45
D17,18.534182,73.890808,4,70
D7,18.475062,73.825814,59,332
D28,18.521643,73.90658,65,146
D35,18.561223,73.903288,52,13
D11,18.479918,73.841999,5,305
D14,18.542218,73.810966,3,106
D48,18.490154,73.873456,8,258
D34,18.558701,73.888795,44,205
D8,18.558855,73.869824,35,16
D33,18.472446,73.837174,1,181
D43,18.536669,73.807275,4,63
D40,18.493231,73.840215,6,39
D32,18.506856,73.822171,42,161
D46,18.526035,73.855235,68,31
D34,18.532596,73.83045,35,310
D43,18.531674,73.850755,67,260
D31,18.510846,73.837348,67,122
D33,18.555223,73.819472,48,10
D2,18.498049,73.837679,60,302
D4,18.527813,73.894231,40,131
D4,18.54559,73.820058,65,115
D23,18.515684,73.899267,67,175
D47,18.549841,73.856366,31,270
D22,18.550307,73.809979,96,103
D2,18.475391,73.899246,6,218
D49,18.525643,73.881253,41,335
D24,18.563013,73.861453,36,181
D35,18.552055,73.870413,85,314
D29,18.520246,73.820438,45,205
D15,18.565454,73.853245,0,41
D31,18.527896,73.84622,59,360
D15,18.517891,73.878069,45,65
D46,18.541093,73.831184,3,329
D43,18.565007,73.83893,8,262
D15,18.554362,73.833213,51,106
D25,18.554662,73.813353,63,6
D39,18.488091,73.87258,5,358
D31,18.501564,73.835805,42,253
D35,18.567202,73.887158,99,12
D31,18.505598,73.866012,0,240
D5,18.558408,73.886568,105,16
D22,18.49935,73.84715,115,55
D9,18.528208,73.818702,0,259
D23,18.496769,73.868269,95,170
D29,18.514331,73.868793,44,29
D25,18.510017,73.842723,41,243
D38,18.515462,73.818545,66,338
D27,18.496375,73.855733,47,95
D4,18.56967,73.902617,42,207
D44,18.503562,73.864057,53,130
D34,18.528546,73.903479,51,132
D16,18.505872,73.883128,57,23
D29,18.507717,73.859584,67,177
D21,18.544647,73.837071,40,78
D12,18.54708,73.905989,55,60
D48,18.56056,73.85351,98,96
D44,18.515915,73.827642,62,169
D47,18.492662,73.838947,58,353
D26,18.498817,73.840349,63,271
D1,18.516574,73.816202,68,220
D5,18.558912,73.878461,107,191
D34,18.564342,73.882085,42,31
D14,18.56437,73.835451,70,149
D43,18.55243,73.830589,113,251
D25,18.538084,73.817025,47,163
D26,18.483032,73.881772,55,326
D12,18.51787,73.818271,2,189
D12,18.470978,73.861136,65,263
D45,18.506186,73.8634,59,227
D48,18.481908,73.811713,68,10
D8,18.50781,73.845636,50,157
D4,18.564129,73.880404,62,224
D9,18.541641,73.886385,40,269
D30,18.488637,73.896307,45,237
D28,18.566745,73.837965,31,268
D27,18.504425,73.902386,101,238
D48,18.540494,73.819562,119,203
D29,18.553416,73.895848,48,123
D38,18.517908,73.90125,55,28
D33,18.506146,73.886278,92,348
D15,18.499424,73.814148,46,125
D43,18.526653,73.833682,51,125
D19,18.559497,73.844291,67,327
D29,18.487357,73.879928,2,87
D17,18.514992,73.895073,64,68
D13,18.529682,73.814692,82,252
D24,18.514841,73.900754,62,265
D4,18.521023,73.83303,54,32
D18,18.548155,73.892588,49,251
D21,18.482838,73.900225,37,278
D11,18.549691,73.832553,58,153
D31,18.537807,73.834856,4,167
D16,18.510366,73.843748,48,320
D29,18.50464,73.827234,6,124
D40,18.545676,73.84833,30,194
D18,18.492402,73.901269,48,34
D26,18.568025,73.865535,68,235
D11,18.512819,73.82497,46,212
D5,18.515336,73.807827,66,61
D9,18.509356,73.853894,70,137
D45,18.563482,73.83902,62,7
D7,18.558401,73.886706,99,285
D25,18.56035,73.892416,68,260
D37,18.540559,73.847924,68,348
D17,18.561638,73.851833,101,250
D42,18.531685,73.82971,8,276
D47,18.52982,73.888069,0,209
D45,18.504882,73.895533,46,360
D22,18.546335,73.838672,3,146
D22,18.564591,73.903323,66,181
D31,18.498866,73.84985,59,139
D8,18.504197,73.844659,52,175
D33,18.518141,73.842583,41,327
D44,18.550146,73.87252,46,257
D17,18.55252,73.856332,0,103
D7,18.548125,73.848125,52,332
D15,18.482858,73.880295,37,303
D5,18.505065,73.867407,9,8
D29,18.556862,73.813555,49,252
D44,18.536027,73.861141,47,187
D39,18.487269,73.849524,50,40
D27,18.567202,73.813888,57,255
D40,18.507551,73.872796,115,252
D27,18.546761,73.830433,55,72
D36,18.54247,73.848206,85,88
D31,18.546811,73.900401,49,229
D12,18.480362,73.837091,40,335
D20,18.517047,73.834514,32,146
D47,18.490115,73.821222,49,80
D19,18.569894,73.89956,48,294
D4,18.497224,73.822268,56,129
D47,18.493261,73.844237,48,156
D30,18.558044,73.82166,2,220
D15,18.478357,73.890264,58,225
D34,18.476406,73.905544,45,189
D28,18.475559,73.824528,64,185
D34,18.500247,73.847424,94,345
D32,18.501276,73.812641,52,298
D25,18.473266,73.826689,120,118
D50,18.523157,73.889122,5,7
D38,18.478387,73.837296,55,11
D21,18.529349,73.860865,53,185
D36,18.491845,73.861242,90,274
D9,18.494492,73.885706,30,342
D41,18.528944,73.862581,65,181
D11,18.526783,73.869541,118,193
D30,18.473757,73.89718,31,68
D50,18.487584,73.891626,30,209
D1,18.488895,73.867823,54,80
D37,18.557443,73.830904,58,284
D29,18.485047,73.830045,9,253
D36,18.490126,73.827195,39,17
D44,18.545161,73.847846,33,69
D47,18.565045,73.839522,95,359
D20,18.53146,73.845914,55,356
D30,18.564078,73.823637,55,106
D47,18.536402,73.859099,54,53
D49,18.551965,73.877882,46,71
D40,18.564571,73.878771,10,25
D27,18.513199,73.821502,45,347
D48,18.499584,73.82533,39,358
D49,18.509724,73.902379,54,192
D37,18.550145,73.840133,61,159
D24,18.481491,73.887393,87,248
D27,18.511805,73.8828,57,54
D20,18.528896,73.878658,39,55
D12,18.50123,73.86753,90,336
D9,18.512607,73.845725,33,313
D33,18.565995,73.852175,70,168
D2,18.54093,73.872215,83,228
D16,18.55027,73.807535,56,354
D3,18.519796,73.845464,2,10
D24,18.482921,73.828846,49,15
D25,18.48769,73.875076,52,109
D42,18.539124,73.892561,58,357
D18,18.502986,73.887752,45,105
D50,18.558879,73.885212,55,187
D45,18.486123,73.828959,59,187
D35,18.519035,73.822276,7,1
D22,18.503737,73.812883,33,278
D5,18.474232,73.812078,7,313
D8,18.558281,73.852243,34,250
D4,18.545398,73.889659,9,90
D26,18.475224,73.886092,96,44
D40,18.506399,73.837545,9,54
D9,18.471379,73.83272,44,121
D23,18.549011,73.843573,67,73
D9,18.484447,73.813039,55,215
D38,18.470704,73.901012,32,117
D35,18.556818,73.860238,83,41
D15,18.494438,73.854815,89,46
D27,18.511368,73.872754,58,287
D22,18.475153,73.832132,46,349
D49,18.503367,73.833453,109,281
D43,18.511004,73.876665,32,259
D4,18.50565,73.819187,2,252
D42,18.515788,73.822803,38,125
D48,18.487776,73.890067,42,25
D11,18.555153,73.823481,37,193
D50,18.554458,73.865077,6,229
D42,18.544052,73.842006,30,240
D27,18.560711,73.838324,59,1
D12,18.497113,73.835239,32,325
D33,18.569173,73.831404,6,135
D32,18.539863,73.904268,56,66
D15,18.519359,73.823447,51,27
D37,18.506112,73.814141,40,316
D6,18.488608,73.847583,37,28
D7,18.558892,73.838422,7,142
D23,18.473293,73.901439,64,314
D9,18.475899,73.89597,46,236
D11,18.502663,73.881163,51,54
D6,18.559451,73.826293,116,82
D17,18.532651,73.809216,53,218
D6,18.485367,73.889571,92,38
D35,18.543305,73.892786,39,12
D36,18.548438,73.851465,43,289
D8,18.520387,73.823931,6,334
D15,18.527042,73.900048,66,32
D1,18.47455,73.881818,8,105
D35,18.567129,73.844991,52,297
D21,18.54629,73.878363,64,155
D43,18.502114,73.835098,7,259
D32,18.501598,73.812199,62,289
D35,18.492949,73.855862,35,248
D34,18.56637,73.881004,51,89
D18,18.523053,73.814568,37,223
D18,18.548638,73.83103,47,284
D38,18.545277,73.838086,65,315
D41,18.480334,73.848851,40,313
D47,18.538212,73.839531,52,332
D24,18.564192,73.879559,46,158
D12,18.50346,73.869057,104,0
D42,18.47796,73.855114,49,261
D45,18.499818,73.808803,42,238
D10,18.541177,73.831486,64,14
D10,18.537211,73.894851,112,38
D12,18.504277,73.830344,67,241
D42,18.512624,73.856632,96,122
D15,18.555011,73.873235,68,142
D33,18.508802,73.842293,52,205
D4,18.479064,73.894861,102,99
D21,18.525333,73.845866,35,174
D41,18.509158,73.888063,10,225
D48,18.551706,73.830315,118,159
D42,18.54213,73.894319,0,145
D28,18.499373,73.898048,49,245
D33,18.555191,73.819037,51,218
D15,18.501274,73.827736,50,339
D46,18.484449,73.814141,119,125
D10,18.506222,73.810538,66,326
D41,18.47728,73.808906,119,183
D45,18.515784,73.881928,32,263
D50,18.496275,73.897205,52,226
D27,18.478662,73.852394,48,143
D22,18.52128,73.845864,51,89
D10,18.514441,73.883925,67,153
D38,18.507747,73.829187,35,57
D17,18.491681,73.882661,31,358
D6,18.50347,73.866145,104,128
D6,18.554701,73.889728,36,64
D18,18.493917,73.906638,45,4
D20,18.478326,73.820488,54,279
D36,18.537481,73.876774,39,21
D38,18.569421,73.842453,31,235
D30,18.563033,73.900598,3,116
D21,18.477679,73.850467,6,151
D37,18.525534,73.891862,43,261
D9,18.515384,73.849145,9,229
D22,18.487078,73.904623,8,162
D47,18.536034,73.841395,32,103
D33,18.517745,73.84402,62,123
D28,18.513694,73.879168,116,342
D14,18.498448,73.810076,64,256
D23,18.544995,73.840431,111,348
D30,18.535059,73.877484,68,224
D24,18.507132,73.818538,48,167
D6,18.533774,73.853288,59,306
D42,18.537647,73.861759,111,220
D17,18.566736,73.821114,7,246
D37,18.570242,73.869244,56,85
D14,18.532369,73.848568,51,352
D2,18.503129,73.821236,4,335
D12,18.565343,73.814253,55,265
D28,18.536429,73.894839,58,102
D18,18.513692,73.841345,56,178
D17,18.552841,73.806771,46,173
D13,18.516972,73.882999,31,225
D7,18.560183,73.829497,99,233
D35,18.49308,73.903694,44,184
D7,18.495563,73.860888,50,24
D19,18.50621,73.837586,42,57
D47,18.503787,73.836913,34,47
D39,18.532656,73.856723,41,346
D42,18.506858,73.829911,0,24
D37,18.496666,73.896095,65,81
D13,18.527225,73.892176,66,169
D3,18.559261,73.806849,51,17
D14,18.525043,73.885064,35,193
D44,18.485915,73.856852,33,92
D21,18.542964,73.808285,6,164
D27,18.549173,73.904289,30,310
D37,18.509436,73.82642,8,235
D9,18.487465,73.899534,68,121
D50,18.470506,73.834083,81,217
D32,18.513917,73.817339,107,1
D18,18.473893,73.894413,4,314
D29,18.521524,73.88132,59,150
D8,18.533625,73.886375,68,92
D50,18.500237,73.820029,50,83
D25,18.55335,73.878155,30,103
D13,18.493674,73.875728,50,242
D46,18.471406,73.867139,5,252
D4,18.568266,73.897821,58,298
D49,18.528311,73.855691,106,240
D19,18.551575,73.873139,67,308
D45,18.50953,73.871321,50,134
D45,18.473531,73.88845,38,264
D50,18.555075,73.862055,67,42
D28,18.545314,73.893433,59,299
D26,18.559513,73.86674,5,51
D46,18.503531,73.850127,9,339
D47,18.490649,73.858023,7,52
D39,18.489778,73.823043,66,97
D21,18.508911,73.891987,62,259
D18,18.565955,73.847389,51,357
D26,18.5279,73.854138,35,3
D41,18.54811,73.889109,91,29
D14,18.566189,73.861646,31,19
D17,18.558077,73.877783,69,276
D16,18.482422,73.874772,34,93
D33,18.515996,73.852437,42,34
D29,18.547019,73.903798,47,140
D10,18.519979,73.843817,60,335
D3,18.524375,73.867168,53,28
D30,18.548905,73.815649,67,48
D42,18.539451,73.856032,0,293
D17,18.498735,73.86009,30,18
D30,18.562006,73.825998,30,14
D13,18.566467,73.829418,59,231
D12,18.522456,73.828246,34,155
D10,18.565879,73.853456,105,1
D45,18.504499,73.816585,69,247
D6,18.517249,73.853249,48,107
D7,18.486875,73.833431,55,341
D17,18.502677,73.861572,66,119
D29,18.547421,73.869287,88,269
D38,18.491109,73.836061,38,48
D40,18.56649,73.84368,69,18
D14,18.504794,73.881622,34,214
D35,18.55445,73.86311,44,260
D8,18.470723,73.842779,36,33
D39,18.565574,73.824561,56,192
D7,18.47793,73.820254,37,0
D42,18.542248,73.879868,57,209
D6,18.535301,73.863076,107,85
D42,18.5646,73.839138,66,209
D41,18.54356,73.892978,94,64
D11,18.55384,73.865953,83,152
D46,18.528571,73.874752,67,153
D20,18.53679,73.827079,45,78
D28,18.494382,73.891523,55,38
D23,18.479222,73.900246,37,241
D19,18.525642,73.899318,34,142
D50,18.544761,73.89856,63,300
D40,18.5389,73.856912,33,79
D50,18.485913,73.827253,61,8
D42,18.556527,73.831425,0,73
D40,18.498614,73.848046,61,70
D9,18.473217,73.829814,2,15
D3,18.567056,73.816419,48,114
D33,18.566211,73.895138,39,214
D39,18.515681,73.871939,85,7
D33,18.519564,73.867643,51,93
D22,18.568974,73.841202,37,334
D18,18.480865,73.807705,31,232
D27,18.564693,73.819596,37,4
D17,18.5456,73.808108,89,59
D13,18.567331,73.880129,66,89
D46,18.491664,73.882175,42,328
D33,18.519,73.815035,64,135
D41,18.540359,73.818467,9,218
D15,18.553874,73.822091,9,93
D19,18.560838,73.901264,59,248
D43,18.570087,73.881572,45,345
D49,18.561386,73.811347,91,287
D47,18.531464,73.8842,50,195
D24,18.562992,73.888931,49,230
D41,18.539382,73.868317,55,108
D43,18.478341,73.832349,0,326
D7,18.528003,73.83657,65,193
D6,18.535215,73.87975,99,195
D14,18.497109,73.811444,70,333
D10,18.480148,73.8498,45,255
D39,18.566053,73.83411,34,105
D37,18.487745,73.81621,115,3
D34,18.544241,73.871041,41,125
D8,18.545885,73.874444,40,10
D32,18.48484,73.895343,10,32
D16,18.545801,73.882618,0,69
D19,18.525507,73.886606,39,335
D10,18.505857,73.808825,1,174
D41,18.506659,73.854321,42,146
D24,18.557093,73.87373,31,195
D27,18.554026,73.809161,33,56
D22,18.55209,73.882918,31,267
D46,18.503849,73.869137,44,66
D27,18.492816,73.866484,115,314
D3,18.484081,73.845316,2,52
D46,18.491501,73.840949,70,354
D44,18.494326,73.840304,105,215
D39,18.486487,73.871691,49,69
D44,18.470649,73.888187,31,161
D41,18.557904,73.864828,40,228
D50,18.473361,73.897871,103,159
D1,18.500158,73.808013,34,208
D48,18.55449,73.821605,9,271
D34,18.544972,73.814849,65,264
D14,18.544266,73.876268,34,171
D24,18.500644,73.878883,44,227
D29,18.508977,73.835156,10,350
D8,18.522036,73.85261,63,206
D22,18.531023,73.819274,44,85
D34,18.480484,73.806898,41,201
D15,18.550952,73.90278,0,22
D41,18.499332,73.873499,37,207
D25,18.521721,73.815502,110,322
D37,18.550372,73.845034,36,278
D39,18.48599,73.812949,3,348
D48,18.475566,73.898348,35,306
D2,18.493143,73.882258,119,294
D46,18.538029,73.903933,106,290
D47,18.480564,73.822356,57,168
D41,18.521309,73.867486,38,22
D44,18.489594,73.873796,86,180
D34,18.522674,73.82668,62,218
D24,18.515622,73.858932,118,161
D2,18.52209,73.875283,56,136
D48,18.476587,73.86038,86,19
D34,18.557675,73.830482,63,129
D21,18.565365,73.891752,52,167
D12,18.50612,73.854133,58,324
D40,18.500261,73.819919,46,350
D22,18.527422,73.843826,85,338
D35,18.475636,73.824541,3,286
D8,18.49391,73.823075,46,246
D14,18.55553,73.864602,2,355
D19,18.474095,73.862884,120,209
D16,18.531888,73.850418,59,182
D42,18.483587,73.882654,33,216
D31,18.524485,73.901353,43,31
D2,18.501717,73.854715,69,66
D22,18.472925,73.817346,59,140
D30,18.508776,73.815999,54,316
D17,18.470452,73.834363,52,62
D1,18.548976,73.871407,40,6
D10,18.513589,73.885384,48,249
D40,18.563391,73.851015,68,143
D7,18.474963,73.833853,1,107
D10,18.520939,73.862317,40,184
D2,18.478892,73.850918,66,238
D34,18.521166,73.81697,42,357
D13,18.470421,73.817727,50,182
D41,18.504896,73.836043,58,333
D5,18.563235,73.878207,98,7
D26,18.528337,73.886021,62,41
D40,18.516275,73.848978,52,123
D47,18.552527,73.825921,30,353
D12,18.555767,73.816197,52,0
D36,18.524903,73.881238,46,289
D38,18.547561,73.854906,58,69
D29,18.487857,73.839969,52,316
D5,18.562453,73.849098,48,292
D46,18.54988,73.852178,56,96
D43,18.551539,73.867705,1,211
D27,18.524254,73.868936,30,33
D47,18.535241,73.899799,93,218
D24,18.516809,73.826857,5,315
D41,18.519899,73.825776,39,321
D36,18.524972,73.820682,33,244
D50,18.483835,73.833621,33,27
D20,18.529232,73.848765,37,313
D32,18.484742,73.841307,3,109
D45,18.506465,73.901348,105,114
D16,18.48768,73.899793,44,101
D39,18.492229,73.885058,58,217
D8,18.561913,73.852924,40,244
D8,18.485579,73.830455,34,81
D29,18.5215,73.824626,35,39
D30,18.474902,73.864068,37,178
D37,18.537937,73.83516,38,138
D50,18.566208,73.871029,34,309
D47,18.511428,73.883442,93,171
D17,18.482023,73.870127,46,271
D17,18.569389,73.843319,48,245
D35,18.56492,73.871934,55,84
D1,18.548138,73.878928,117,299
D31,18.522353,73.899439,64,233
D43,18.500668,73.82157,103,191
D20,18.498747,73.894885,33,159
D1,18.511318,73.836099,33,188
D29,18.472376,73.89845,3,21
D50,18.498428,73.842074,51,320
D41,18.496619,73.823621,8,198
D37,18.526441,73.890242,47,329
D32,18.500025,73.844321,106,193
D32,18.509455,73.884126,6,344
D40,18.488356,73.868488,52,336
D22,18.536969,73.897428,6,247
D5,18.545062,73.853235,66,165
D4,18.508677,73.843596,69,273
D11,18.520313,73.859881,54,334
D24,18.498743,73.842809,53,330
D32,18.507094,73.832467,53,241
D33,18.552614,73.892193,3,158
D31,18.554043,73.881272,51,158
D13,18.502051,73.857851,93,180
D21,18.547875,73.84844,9,116
D28,18.504978,73.841091,107,112
D8,18.510617,73.843998,31,107
D13,18.570286,73.869462,70,236
D6,18.519339,73.890223,119,194
D50,18.536494,73.854244,57,41
D41,18.566511,73.861347,39,258
D32,18.547115,73.858,50,116
D32,18.530527,73.851382,36,68
D4,18.50679,73.881756,52,1
D12,18.537404,73.866832,31,50
D4,18.564786,73.841054,112,166
D20,18.473012,73.895201,30,132
D42,18.481688,73.810477,43,349
D27,18.569873,73.8345,56,144
D25,18.56846,73.858668,44,243
D21,18.564299,73.868479,9,109
D35,18.526802,73.851837,94,61
D32,18.508603,73.849047,66,313
D3,18.560937,73.861593,7,144
D41,18.512817,73.829243,44,173
D44,18.470719,73.887993,66,140
D6,18.530801,73.813285,46,79
D23,18.483518,73.81322,48,43
D10,18.517834,73.899693,47,216
D3,18.519806,73.833749,64,167
D12,18.543223,73.890982,46,233
D15,18.498107,73.876372,38,141
D19,18.53264,73.831556,36,150
D42,18.544726,73.829799,64,109
D45,18.528219,73.896396,53,227
D3,18.480784,73.895156,54,290
D15,18.538023,73.877083,57,177
D50,18.481433,73.90358,40,264
D20,18.563779,73.864668,36,75
D23,18.471805,73.86953,47,110
D47,18.525677,73.875738,10,318
D32,18.506013,73.833951,66,99
D9,18.513394,73.884438,61,255
D3,18.556208,73.851998,96,161
D17,18.502316,73.833617,47,31
D39,18.541474,73.896442,51,265
D39,18.498621,73.811523,63,9
D40,18.507069,73.836857,9,87
D2,18.508331,73.882336,49,77
D41,18.488896,73.853373,53,259
D46,18.517866,73.849211,4,104
D6,18.553244,73.842992,99,128
D47,18.476842,73.883883,7,295
D49,18.542697,73.897036,57,14
D41,18.513417,73.891742,62,219
D27,18.511353,73.861486,49,8
D20,18.51937,73.867392,6,249
D28,18.529207,73.901744,115,17
D8,18.486604,73.851451,66,269
D50,18.507699,73.841208,120,144
D20,18.495818,73.824167,65,90
D44,18.526525,73.863387,68,28
D30,18.484652,73.899069,7,181
D46,18.559849,73.832107,34,252
D37,18.522568,73.878204,51,260
D50,18.559138,73.83668,106,115
D50,18.534116,73.872444,60,301
D48,18.545429,73.851575,92,235
D4,18.5136,73.863693,60,165
D37,18.564818,73.89497,67,5
D17,18.500052,73.861833,87,47
D36,18.568866,73.852524,113,187
D2,18.542315,73.887678,34,208
D3,18.493317,73.878109,33,195
D29,18.493341,73.807133,68,329
D48,18.518258,73.864242,47,214
D26,18.493416,73.81328,36,192
D44,18.54307,73.852842,51,278
D12,18.534357,73.880189,67,276
D17,18.560375,73.810152,56,136
D36,18.536997,73.851456,119,85
D28,18.510391,73.822569,48,72
D44,18.522626,73.866511,10,78
D18,18.526368,73.831398,43,223
D4,18.502075,73.816771,52,135
D9,18.567304,73.89321,105,190
D41,18.475642,73.838847,87,312
D26,18.566929,73.830107,3,242
D44,18.472801,73.889822,48,68
D6,18.513809,73.84801,65,289
D25,18.54258,73.873451,40,38
D38,18.529033,73.811662,52,9
D23,18.526735,73.906678,60,29
D9,18.542231,73.853484,62,262
D10,18.519768,73.862333,46,357
D43,18.557763,73.852329,67,150
D7,18.483834,73.867398,0,147
D45,18.537154,73.84914,7,291
D12,18.506315,73.823777,44,80
D27,18.510177,73.847744,51,345
D12,18.520984,73.864531,118,303
D7,18.544699,73.827855,70,229
D38,18.482822,73.863889,38,42
D36,18.486762,73.897451,59,146
D42,18.484562,73.852508,51,141
D33,18.490717,73.835782,69,315
D31,18.558659,73.848273,55,146
D19,18.543566,73.892359,34,61
D16,18.504288,73.845045,48,71
D28,18.500236,73.900119,36,13
D25,18.551408,73.887479,69,225
D24,18.524826,73.812343,44,0
D21,18.509946,73.870241,53,11
D16,18.53966,73.839159,7,340
D50,18.496062,73.832064,45,52
D49,18.542871,73.829421,56,297
D2,18.541723,73.889524,47,58
D45,18.559279,73.904269,47,118
D30,18.559394,73.863947,40,2
D32,18.537154,73.818881,5,243
D35,18.553671,73.905152,52,197
D46,18.473105,73.835727,88,30
D18,18.483331,73.822291,58,336
D25,18.544815,73.876259,2,299
D18,18.567716,73.897693,52,85
D19,18.550796,73.824123,47,258
D27,18.521517,73.83092,43,218
D8,18.528753,73.87158,119,96
D38,18.511354,73.848928,0,141
D37,18.504811,73.825165,104,35
D3,18.507173,73.86755,67,96
D21,18.471281,73.856029,38,178
D40,18.522405,73.861894,67,32
D8,18.525194,73.839664,67,200
D7,18.555694,73.882996,63,92
D39,18.481978,73.847718,2,70
D32,18.52486,73.848649,82,321
D7,18.539858,73.856443,92,29
D5,18.536689,73.811743,58,6
D27,18.537472,73.856743,107,196
D7,18.528605,73.872644,33,118
D28,18.549093,73.859107,62,40
D47,18.541164,73.824247,35,205
D45,18.513757,73.889507,43,262
D33,18.546933,73.874489,0,293
D42,18.558775,73.892846,36,152
D39,18.570051,73.809753,43,104
D41,18.498313,73.890926,104,54
D33,18.534807,73.818103,39,2
D37,18.55142,73.817619,9,222
D30,18.55993,73.886149,5,83
D40,18.519701,73.823628,96,253
D12,18.471025,73.840615,10,188
D10,18.522421,73.901648,49,155
D11,18.525135,73.888883,110,29
D10,18.485114,73.896256,3,57
D46,18.525319,73.812962,53,349
D41,18.538829,73.895369,1,288
D11,18.557909,73.810046,64,46
D23,18.549866,73.888982,36,38
D5,18.480882,73.812367,58,310
D30,18.481594,73.819118,108,210
D32,18.545625,73.885121,32,18
D35,18.502287,73.876413,55,304
D19,18.478535,73.903467,7,263
D8,18.524013,73.893704,0,335
D43,18.516052,73.891017,34,34
D31,18.492499,73.883988,64,56
D12,18.495266,73.866583,1,185
D49,18.561436,73.810736,112,156
D10,18.528178,73.814318,97,351
D34,18.522887,73.890607,90,251
D7,18.569327,73.844522,69,203
D16,18.526273,73.876052,48,174
D8,18.477936,73.814798,53,223
D1,18.527323,73.904145,1,127
D5,18.486569,73.856135,35,77
D48,18.517807,73.856816,59,196
D11,18.505465,73.867285,52,141
D24,18.48618,73.830094,63,287
D34,18.498296,73.841795,100,256
D8,18.553389,73.891638,55,347
D45,18.527224,73.884975,36,82
D9,18.486262,73.846111,61,196
D12,18.550612,73.867002,35,115
D10,18.563367,73.83216,60,305
D8,18.495589,73.82163,65,229
D50,18.535438,73.858968,56,197
D47,18.538383,73.85465,4,27
D39,18.51891,73.889191,41,199
D31,18.5032,73.860271,67,93
D35,18.487722,73.827821,56,340
D5,18.56025,73.865819,58,300
D19,18.522212,73.88255,65,123
D25,18.519885,73.885511,68,3
D17,18.566086,73.811308,45,277
D29,18.513171,73.827574,32,344
D43,18.519649,73.881086,97,154
D11,18.47369,73.867287,64,200
D47,18.493959,73.81701,51,105
D29,18.54003,73.847271,36,296
D23,18.529341,73.81996,99,134
D6,18.48841,73.86563,8,44
D4,18.538869,73.811546,51,45
D6,18.553852,73.899988,59,25
D46,18.512945,73.843924,30,284
D4,18.482938,73.886812,45,103
D38,18.490525,73.872544,50,9
D26,18.518242,73.865545,46,12
D17,18.567549,73.90372,50,20
D22,18.533755,73.825295,46,127
D16,18.481069,73.905141,59,163
D6,18.542043,73.878559,37,93
D22,18.559315,73.869008,65,109
D4,18.534851,73.817118,30,99
D6,18.561679,73.829529,65,172
D10,18.557965,73.889883,42,102
D1,18.487128,73.885513,67,130
D47,18.540961,73.812556,53,339
D39,18.508104,73.820325,9,123
D23,18.514079,73.819506,103,24
D34,18.483258,73.860769,70,200
D11,18.555484,73.828827,65,19
D30,18.560113,73.890693,38,21
D46,18.526118,73.89393,58,291
D26,18.54913,73.89524,101,21
D9,18.528198,73.860848,56,64
D22,18.474621,73.877825,56,84
D19,18.511349,73.828247,33,222
D47,18.55857,73.816928,54,360
D18,18.50617,73.851609,39,280
D50,18.536432,73.824845,4,290
D10,18.567965,73.837882,45,312
D9,18.482061,73.840643,62,315
D44,18.506892,73.893697,37,316
D44,18.512723,73.833874,87,181
D37,18.491682,73.824536,98,129
D28,18.519065,73.841459,44,59
D19,18.523504,73.85076,0,278
D23,18.516528,73.835445,66,8
D41,18.500056,73.861619,30,43
D46,18.496383,73.824223,91,51
D33,18.52163,73.8952,57,212
D41,18.50309,73.838336,2,83
D50,18.522942,73.807017,55,18
D42,18.475321,73.901886,70,268
D3,18.556585,73.822693,62,200
D45,18.54366,73.825377,108,97
D8,18.535385,73.841553,34,318
D11,18.53547,73.820977,63,69
D12,18.570072,73.894421,37,179
D24,18.484484,73.84318,39,173
D24,18.561713,73.865496,51,160
D15,18.491687,73.871371,64,360
D38,18.528659,73.893625,4,252
D17,18.476716,73.860834,61,165
D34,18.563222,73.853923,46,339
D29,18.559672,73.839124,9,350
D38,18.544348,73.832854,37,162
D24,18.526706,73.852432,5,140
D9,18.565351,73.86922,51,142
